,id,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Commnet_8
11,00156972,"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],['Poor test scores--'],['Conscientious about classroom responsibilities--'],[]
12,00117461,['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['I'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
13,00146152,['Unprepared for class--'],[''],['Improvement noted--'],['Unprepared for class--'],[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort -']",['Improvement noted--']
14,00138274,['Poor test scores--'],['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work. A missing project- El folleto turístico.'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Conscientious about classroom responsibilities--']
15,00147010,['Poor test scores--'],['Improvement noted--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],['Incomplete work/homework/ projects--'],[]
16,00118123,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],[''],[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
17,00116828,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Unprepared for class--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
18,00140119,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
19,00118030,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Unprepared for class--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
20,00156525,['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
21,00131454,['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
22,00118354,['Unprepared for class--'],['Poor test scores--'],['Incomplete work--'],[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['']
23,00151503,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete work--IXL'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[]
24,00124159,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Needs to participate more in class'],[''],[''],[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
25,00144663,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Can do better'],['Parent conference requested--'],[''],['Incomplete work--']
26,00121844,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
27,00145508,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--']
28,00145507,['Needs to catch up with the work.'],[''],['Unprepared for class--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],['Poor test scores--']
29,00117510,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
30,00115256,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']"
31,00115258,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--']
32,00152299,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
33,00117542,['Improvement noted'],[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],[''],['Unprepared for class--'],['Improvement noted--']
34,00117543,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Can do better'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
35,00115764,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
36,00117097,[''],[''],[''],[''],[''],[''],[''],['']
37,00122088,['Incomplete work--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],['Student can show more effort.- Estudiante puede mostrar mejor esfuerzo.'],['Inattentiveness in class--']
38,00144403,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
39,00158817,['Improvement noted--'],['Demonstrates outstanding effort--'],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",[''],['Incomplete homework--'],[]
40,00123855,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],[''],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
41,00115263,['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor class attendance--'],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Unprepared for class--'],['Unprepared for class--']
42,00157768,[''],[''],[''],[''],[''],[''],[''],[]
43,00118062,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],['Needs to stop chatting with Jordani and focus on his work'],['']
44,00118074,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],[''],['Incomplete homework--'],['Incomplete work--'],['Improvement noted--'],['Parent conference requested--']
45,00149029,[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Conscientious about classroom responsibilities--'],[''],['Demonstrates outstanding effort--'],['Poor test scores--'],"['Demonstrates above average ability, motivation and attitude in this class--']",[]
46,00145281,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[]
47,00159259,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Demonstrates outstanding effort--'],['Conscientious about classroom responsibilities--'],[]
48,00116296,['Inattentiveness in class--'],['Inattentiveness in class--'],['Incomplete homework--'],['Inattentiveness in class--'],[''],['Unprepared for class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
49,00117843,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Improvement noted--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Unprepared for class--']
50,00160117,['Conscientious about classroom responsibilities--'],"['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[]
51,00117879,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--']
52,00115280,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],"[""12/12/19 Ericka's attendance is affecting her performance. She has been absent 4 times in one month. As discussed at the recent meeting, she must get her work done and handed in.""]",['Inattentiveness in class--'],['Unprepared for class--']
53,00123511,['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],['Parent conference requested--'],[''],['Parent conference requested--'],['Ronis needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Ronis to jmoreno@ucboe.us.-- Ronis necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Ronis a jmoreno@ucboe.us.'],['']
54,00144308,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
55,00122283,['Cell phone is an issue. '],['Poor class attendance--'],['Incomplete work--'],[''],['Unprepared for class--'],[''],['Can do better'],['']
56,00118022,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
57,00143480,['Conscientious about classroom responsibilities--'],['Poor test scores--'],[''],['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Inattentiveness in class--'],[]
58,00117894,['Demonstrates outstanding effort--'],[''],['Incomplete homework--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
59,00116304,['Demonstrates outstanding effort--'],[''],['Demonstrates outstanding effort--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
60,00136097,[''],[''],[''],[''],[''],[''],[''],['']
61,00118478,[''],[''],[''],[''],[''],[''],[''],['']
62,00122098,['Jayden needs extra help both in content and time management. He has developed a habit to talk while I am going over instructions or class notes. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Jayden to jmoreno@ucboe.us.--Jayden necesita ayuda adicional tanto en contenido como en gestión del tiempo. Ha desarrollado un hábito para hablar mientras reviso instrucciones o apuntes de clase. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Jayden a jmoreno@ucboe.us.'],[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],['Inattentiveness in class--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
63,00159022,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Excessive lateness--'],['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--']
64,00160755,[''],[''],[''],[''],[''],[''],[''],[]
65,00117056,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Demonstrates outstanding effort--'],[''],"['12/12/19 As discussed at conferences, Keandre is doing well and his effort is commendable. He is a joy to have in class.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Demonstrates outstanding effort--']
66,00159053,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Can do better'],[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--']
67,00142754,['Demonstrates outstanding effort--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
68,00117564,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work/homework/ projects--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--']
69,00155934,['Poor class attendance--'],['Unprepared for class--'],[''],['Poor class attendance--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],['Unprepared for class--'],[]
70,00159366,['Incomplete homework--'],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Unprepared for class--'],['Parent conference requested--'],['Unprepared for class--'],['Can do better']
71,00132303,['Improvement noted--'],['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete homework--'],[''],"['Demonstrates above average ability, motivation and attitude in this class--']",[]
72,00153054,['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Poor test scores--'],['Daniela needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Daniela to jmoreno@ucboe.us.-- Daniela necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Daniela a jmoreno@ucboe.us.'],[''],[''],['Incomplete homework--']
73,00121560,['Poor test scores--'],['Needs to stay for tutoring'],[''],['Unprepared for class--'],[''],['Incomplete work--'],['Incomplete homework--'],['Incomplete work--']
74,00117565,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete work--']
75,00118507,"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],['Jazlynn needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Jazlynn to jmoreno@ucboe.us.-- Jazlynn necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Jazlynn a jmoreno@ucboe.us.'],[''],[''],['Poor test scores--']
76,00117729,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",[''],['Inattentiveness in class--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--']
77,00117900,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--']
78,00157280,['Parent conference requested--'],[''],['Poor class attendance--'],['Poor class attendance--'],['Incomplete work--'],[''],['Poor class attendance--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
79,00141762,['Incomplete homework--'],[''],['Incomplete homework--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Poor test scores--'],[''],['Poor class attendance-- 32 days']
80,00132806,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete homework--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['']
81,00115952,[''],"['New entry, no grades available yet']",[''],['Unprepared for class--'],['Conscientious about classroom responsibilities--'],['Inattentiveness in class--'],[''],['']
82,00135149,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['']
83,00158926,"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Inattentiveness in class--'],['Parent conference requested--'],[''],['Poor test scores--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Should make up work when it is missing right away.  Ask for help if needed.s.']
84,00117567,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']",['Incomplete homework--'],[''],['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']"
85,00126687,['Unprepared for class--'],['Needs to stop playing video games in class'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],['Incomplete homework--']
86,00145724,['Unprepared for class--'],"['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Poor test scores--'],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--']
87,00159123,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Parent conference requested--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Tries. Should come for extra sessions when class is quieter.  Also, needs to take advantage of opportunities to make up tests.']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
88,00134935,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']"
89,00154855,['Conscientious about classroom responsibilities--'],['Incomplete work--'],['Poor test scores--'],['Inattentiveness in class--'],[''],['Poor test scores--'],"['Demonstrates above average ability, motivation and attitude in this class--']",[]
90,00118262,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Demonstrates above average ability, motivation and attitude in this class--']","['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Incomplete work--']
91,00151264,"['Demonstrates above average ability, motivation and attitude in this class--']",['Unprepared for class--'],['Poor test scores--'],['Unprepared for class--'],['Freddie needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Freddie to jmoreno@ucboe.us.-- Freddie necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Freddie a jmoreno@ucboe.us.'],[''],[''],['Parent conference requested--']
92,00131386,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],"['Meets acceptable standards of cooperation, work, attitude and effort - ']",[''],['Incomplete work--'],['Parent conference requested--']
93,00154708,"['Meets acceptable standards of cooperation, work, attitude and effort - ']",['Conscientious about classroom responsibilities--'],[''],[''],"['Meets acceptable standards of cooperation, work, attitude and effort - ']","['Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.']",['Demonstrates outstanding effort--'],[]
